,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
4509,SO - 0004573,2018-08-31,2018-09-04,S.S.S. Group,Distributor,GUT930,Sandringham,Product 13,6,Auckland,1530.816,1209.34464,1928.82816
4510,SO - 0006496,2018-08-31,2018-09-15,Select ,Export,GUT930,Cashmere,Product 2,12,Christchurch,116.58,78.10860000000001,461.65679999999986
4511,SO - 0007944,2018-08-31,2018-09-05,Medline ,Distributor,GUT930,Kawakawa,Product 9,5,Far North,4048.1400000000003,1659.7374,11942.013000000003
4512,SO - 000776,2018-09-01,2018-09-07,Qualitest ,Distributor,GUT930,New Lynn,Product 11,7,Waitakere,1222.08,684.3648000000002,3764.0063999999984
4513,SO - 0002626,2018-09-01,2018-09-06,Llorens Ltd,Wholesale,GUT930,Eketahuna,Product 13,7,Tararua,167.232,138.80256,199.00608
4514,SO - 0002863,2018-09-01,2018-09-06,Sundial ,Distributor,GUT930,Putaruru,Product 13,7,South Waikato,3658.2,2926.56,5121.48
4515,SO - 0003279,2018-09-01,2018-09-08,Ole Group,Distributor,GUT930,Whitianga,Product 12,11,Thames-Coromandel,5433.7,3097.209,25701.400999999998
4516,SO - 0004095,2018-09-01,2018-09-15,Bare ,Wholesale,GUT930,Redwood,Product 1,7,Christchurch,2568.512,2054.8096,3595.916800000001
4517,SO - 0004474,2018-09-01,2018-09-10,OHTA'S Corp,Wholesale,GUT930,Dannemora,Product 13,11,Manukau,1125.6000000000001,742.8960000000001,4209.744000000001
4518,SO - 0006189,2018-09-01,2018-09-14,Niconovum Corp,Distributor,GUT930,Henderson,Product 6,6,Waitakere,837.5,661.625,1055.25
4519,SO - 0001371,2018-09-02,2018-09-17,O.E. Ltd,Wholesale,GUT930,Algies Bay,Product 11,7,Rodney,1101.48,881.1840000000001,1542.0719999999997
4520,SO - 0001703,2018-09-02,2018-09-09,Eminence Corp,Wholesale,GUT930,Cannons Creek,Product 5,7,Porirua,5514.1,4356.139,8105.727000000002
4521,SO - 0003028,2018-09-02,2018-09-14,Ole Group,Distributor,GUT930,Hunterville,Product 13,11,Rangitikei,1755.4,1176.1180000000002,6372.101999999999
4522,SO - 0004171,2018-09-02,2018-09-20,Pure Group,Wholesale,GUT930,Regent,Product 8,5,Whangarei,647.22,504.83160000000004,711.942
4523,SO - 0006166,2018-09-02,2018-09-19,Burt's Corp,Wholesale,GUT930,Te Aroha,Product 6,9,Matamata-Piako,6846.328,5819.3787999999995,9242.542800000008
4524,SO - 0006226,2018-09-02,2018-09-09,Victory Ltd,Wholesale,GUT930,Ebdentown,Product 6,9,Upper Hutt,1125.6000000000001,810.432,2836.512000000001
4525,SO - 0006465,2018-09-02,2018-09-13,Qualitest ,Export,GUT930,Chartwell,Product 2,8,Hamilton,2399.94,1295.9676000000002,8831.779199999999
4526,SO - 0006555,2018-09-02,2018-09-05,Sundial ,Distributor,GUT930,Maraenui,Product 9,11,Napier,2363.7599999999998,1961.9207999999999,4420.231199999998
4527,SO - 0007916,2018-09-02,2018-09-11,Capweld ,Wholesale,GUT930,Port Taranaki,Product 11,5,New Plymouth,180.9,110.349,352.755
4528,SO - 0001631,2018-09-03,2018-09-16,ETUDE Ltd,Wholesale,GUT930,Riverside,Product 6,8,Whangarei,3919.5,2900.43,8152.560000000001
4529,SO - 0003511,2018-09-03,2018-09-08,Ohio ,Wholesale,GUT930,Otaki Beach,Product 9,8,Kapiti Coast,410.03999999999996,221.42159999999998,1508.9471999999998
4530,SO - 0003990,2018-09-03,2018-09-13,OUR Ltd,Distributor,GUT930,Okitu,Product 7,10,Gisborne,1368.006,725.04318,6429.628200000001
4531,SO - 0004173,2018-09-03,2018-09-12,Winthrop ,Distributor,GUT930,Tapanui,Product 1,10,Clutha,148.74,121.96679999999999,267.7320000000002
4532,SO - 0007685,2018-09-03,2018-09-21,Select ,Distributor,GUT930,Whitianga,Product 4,8,Thames-Coromandel,1078.7,798.238,2243.696
4533,SO - 0008023,2018-09-03,2018-09-10,Pacific Ltd,Distributor,GUT930,Milson,Product 8,8,Palmerston North,3593.0760000000005,1976.1918000000003,12935.073600000002
4534,SO - 0001504,2018-09-04,2018-09-14,Prasco Group,Wholesale,GUT930,Frimley,Product 11,11,Hastings,3098.6160000000004,1456.3495200000002,18064.931280000004
4535,SO - 0002485,2018-09-04,2018-09-14,Ohio ,Distributor,GUT930,Titirangi,Product 2,9,Waitakere,1748.7,1433.934,2832.8940000000007
4536,SO - 0002836,2018-09-04,2018-09-21,S.S.S. Group,Distributor,GUT930,Ngatea,Product 1,6,Hauraki,6860.532,3430.266,20581.596
4537,SO - 0004184,2018-09-04,2018-09-09,O.E. Ltd,Wholesale,GUT930,Dinsdale,Product 11,5,Hamilton,1181.8799999999999,496.3895999999999,3427.4519999999993
4538,SO - 0004656,2018-09-04,2018-09-11,New Ltd,Wholesale,GUT930,Ngatea,Product 7,6,Hauraki,2351.7,1458.054,5361.875999999998
4539,SO - 0005264,2018-09-04,2018-09-17,E. Ltd,Distributor,GUT930,Rototuna,Product 11,6,Hamilton,494.46,212.6178,1691.0531999999998
4540,SO - 0007265,2018-09-04,2018-09-10,Winthrop ,Export,GUT930,Waimate,Product 11,8,Waimate,887.75,479.3850000000001,3266.919999999999
4541,SO - 0007697,2018-09-04,2018-09-17,O.E. Ltd,Wholesale,GUT930,Kingsland,Product 1,12,Auckland,3470.6,2221.184,14992.991999999997
4542,SO - 0002335,2018-09-05,2018-09-16,Sundial ,Wholesale,GUT930,Algies Bay,Product 7,5,Rodney,406.02000000000004,186.7692,1096.2540000000001
4543,SO - 0003540,2018-09-05,2018-09-19,Bare ,Export,GUT930,Wanaka,Product 7,5,Queenstown-Lakes,1078.7,528.563,2750.6850000000004
4544,SO - 0004133,2018-09-05,2018-09-19,Qualitest ,Distributor,GUT930,Henderson,Product 1,5,Waitakere,1037.16,674.1540000000001,1815.0299999999997
4545,SO - 0004391,2018-09-05,2018-09-22,"Apotheca, Ltd",Distributor,GUT930,New Lynn,Product 13,7,Waitakere,2090.4,982.4879999999999,7755.384000000002
4546,SO - 0004928,2018-09-05,2018-09-21,ETUDE Ltd,Wholesale,GUT930,Hataitai,Product 1,12,Wellington,1519.56,638.2152,10576.1376
4547,SO - 0005822,2018-09-05,2018-09-11,S.S.S. Group,Wholesale,GUT930,Grafton,Product 1,9,Auckland,627.12,533.0519999999999,846.6120000000009
4548,SO - 0007056,2018-09-05,2018-09-19,Procter Corp,Wholesale,GUT930,Parahaki,Product 11,9,Whangarei,1867.8260000000002,1214.0869000000002,5883.6519
4549,SO - 000857,2018-09-06,2018-09-19,O.E. Ltd,Wholesale,GUT930,Takaro,Product 7,8,Palmerston North,2387.88,1934.1828,3629.5776000000005
4550,SO - 0003139,2018-09-06,2018-09-13,21st Ltd,Distributor,GUT930,Pleasant Point,Product 2,10,Timaru,2298.3680000000004,1746.7596800000003,5516.083200000001
4551,SO - 0003916,2018-09-06,2018-09-24,Pure Group,Wholesale,GUT930,Turangi,Product 5,8,Taupo,1459.26,1138.2228,2568.2976
4552,SO - 0006879,2018-09-06,2018-09-14,Trigen ,Wholesale,GUT930,Northcote,Product 13,6,North Shore,797.3000000000001,422.5690000000001,2248.386
4553,SO - 0007025,2018-09-06,2018-09-19,Eminence Corp,Export,GUT930,Okitu,Product 11,9,Gisborne,2485.7000000000003,1043.9940000000001,12975.354000000001
4554,SO - 0001365,2018-09-07,2018-09-22,Dharma Ltd,Wholesale,GUT930,Palmerston North,Product 2,8,Palmerston North,626.048,425.71264,1602.6828799999998
4555,SO - 0003016,2018-09-07,2018-09-14,WakeFern ,Distributor,GUT930,Cambridge,Product 7,11,Waipa,2395.92,1772.9808,6852.3312000000005
4556,SO - 0003682,2018-09-07,2018-09-19,Llorens Ltd,Wholesale,GUT930,Waimate,Product 1,10,Waimate,1170.222,772.3465199999999,3978.7548000000006
4557,SO - 0006362,2018-09-07,2018-09-11,Sundial ,Distributor,GUT930,Titirangi,Product 7,6,Waitakere,5386.8,3070.4759999999997,13897.944000000003
4558,SO - 0006785,2018-09-07,2018-09-25,New Ltd,Wholesale,GUT930,Harewood,Product 7,10,Christchurch,763.8,481.19399999999996,2826.06
4559,SO - 0006802,2018-09-07,2018-09-22,Qualitest ,Wholesale,GUT930,Eketahuna,Product 7,10,Tararua,1226.1000000000001,895.0530000000001,3310.4700000000003
4560,SO - 0001670,2018-09-08,2018-09-21,Ohio ,Distributor,GUT930,Harrowfield,Product 2,6,Hamilton,2405.3,1828.0280000000002,3463.6319999999996
4561,SO - 0002965,2018-09-08,2018-09-11,Pure Group,Wholesale,GUT930,Okitu,Product 13,6,Gisborne,177.55,117.18300000000002,362.20199999999994
4562,SO - 0005990,2018-09-08,2018-09-19,Uriel Group,Wholesale,GUT930,Grafton,Product 11,9,Auckland,227.8,150.348,697.068
4563,SO - 0006798,2018-09-08,2018-09-13,O.E. Ltd,Wholesale,GUT930,Redwood,Product 4,7,Christchurch,651.776,547.4918399999999,729.9891200000003
4564,SO - 0006908,2018-09-08,2018-09-15,U.S. Ltd,Distributor,GUT930,Chartwell,Product 7,6,Hamilton,2485.7000000000003,1715.133,4623.402000000002
4565,SO - 0006975,2018-09-08,2018-09-16,"Apotheca, Ltd",Wholesale,GUT930,Dannemora,Product 2,12,Manukau,840.582,605.21904,2824.3555200000005
4566,SO - 0007132,2018-09-08,2018-09-13,Winthrop ,Distributor,GUT930,Queenwood,Product 7,9,Hamilton,2387.88,1098.4248,11605.096800000001
4567,SO - 000547,2018-09-09,2018-09-24,S.S.S. Group,Wholesale,GUT930,Palmerston North,Product 7,11,Palmerston North,1051.9,736.33,3471.2700000000004
4568,SO - 000674,2018-09-09,2018-09-26,OUR Ltd,Wholesale,GUT930,Queenwood,Product 7,6,Hamilton,4119.16,2306.7296000000006,10874.582399999996
4569,SO - 0001083,2018-09-09,2018-09-19,Procter Corp,Export,GUT930,Dannemora,Product 13,6,Manukau,1105.5,585.9150000000001,3117.5099999999993
4570,SO - 0001198,2018-09-09,2018-09-18,OHTA'S Corp,Wholesale,GUT930,Northcote,Product 1,6,North Shore,2555.648,2121.18784,2606.7609600000005
4571,SO - 0002036,2018-09-09,2018-09-12,Linde ,Wholesale,GUT930,Henderson,Product 12,9,Waitakere,1269.248,748.85632,4683.52512
4572,SO - 0004515,2018-09-09,2018-09-16,Pacific Ltd,Export,GUT930,Turangi,Product 7,11,Taupo,201.0,88.44,1238.16
4573,SO - 0004680,2018-09-09,2018-09-26,"Elorac, Corp",Wholesale,GUT930,Henderson,Product 5,11,Waitakere,675.36,364.69440000000003,3417.3215999999998
4574,SO - 0005180,2018-09-09,2018-09-21,OUR Ltd,Distributor,GUT930,Stewart Island,Product 2,9,Southland,2855.0040000000004,2426.7534,3854.2554000000027
4575,SO - 0005526,2018-09-09,2018-09-23,Medsep Group,Export,GUT930,Cashmere,Product 13,11,Christchurch,631.14,378.68399999999997,2777.016
4576,SO - 0008056,2018-09-09,2018-09-21,Rochester Ltd,Wholesale,GUT930,Tapanui,Product 11,12,Clutha,2348.685,1127.3688,14655.794399999999
4577,SO - 000543,2018-09-10,2018-09-24,Avon Corp,Wholesale,GUT930,Takaro,Product 11,6,Palmerston North,687.42,364.3326,1938.5243999999998
4578,SO - 0001057,2018-09-10,2018-09-17,E. Ltd,Export,GUT930,Ngatea,Product 7,12,Hauraki,2357.864,2004.1844,4244.155199999999
4579,SO - 0001626,2018-09-10,2018-09-24,O.E. Ltd,Wholesale,GUT930,Chartwell,Product 3,6,Hamilton,746.112,470.05055999999996,1656.3686400000001
4580,SO - 0001796,2018-09-10,2018-09-23,Ole Group,Wholesale,GUT930,Northcote,Product 1,9,North Shore,1102.016,870.5926400000001,2082.81024
4581,SO - 0002968,2018-09-10,2018-09-24,Llorens Ltd,Wholesale,GUT930,Turangi,Product 7,9,Taupo,4812.744000000001,3802.06776,9096.086160000006
4582,SO - 0003499,2018-09-10,2018-09-16,Avon Corp,Export,GUT930,Maraenui,Product 5,5,Napier,750.4,585.312,825.4399999999998
4583,SO - 0004665,2018-09-10,2018-09-16,"3LAB, Ltd",Distributor,GUT930,Otaki Beach,Product 11,9,Kapiti Coast,2680.0,1688.4,8924.4
4584,SO - 0006953,2018-09-10,2018-09-28,Apollo Ltd,Distributor,GUT930,Parahaki,Product 9,5,Whangarei,1005.0,592.9499999999999,2060.2500000000005
4585,SO - 0007018,2018-09-10,2018-09-24,Medline ,Wholesale,GUT930,South Hill,Product 12,11,Waitaki,108.54,44.5014,704.4246
4586,SO - 0007147,2018-09-10,2018-09-21,"Exact-Rx, Corp",Wholesale,GUT930,Timberlea,Product 11,6,Upper Hutt,6775.308000000001,4471.703280000001,13821.628320000002
4587,SO - 0007213,2018-09-10,2018-09-14,Capweld ,Wholesale,GUT930,Ranfurly,Product 1,12,Central Otago,540.288,243.12960000000004,3565.9007999999994
4588,SO - 0007977,2018-09-10,2018-09-27,21st Ltd,Distributor,GUT930,Queenwood,Product 10,10,Hamilton,3510.666,2703.2128200000006,8074.531799999995
4589,SO - 000145,2018-09-11,2018-09-22,Linde ,Export,GUT930,Cambridge,Product 11,9,Waipa,2319.54,1298.9424000000001,9185.378399999998
4590,SO - 000475,2018-09-11,2018-09-25,Bare ,Wholesale,GUT930,Dannevirke,Product 13,12,Tararua,964.8000000000001,694.6560000000001,3241.728
4591,SO - 000932,2018-09-11,2018-09-19,Pacific Ltd,Export,GUT930,Saint Kilda,Product 5,9,Dunedin,148.74,78.8322,629.1702
4592,SO - 0002286,2018-09-11,2018-09-25,WakeFern ,Wholesale,GUT930,Harrowfield,Product 11,5,Hamilton,132.66,57.0438,378.08099999999996
4593,SO - 0003738,2018-09-11,2018-09-14,Amylin Group,Export,GUT930,Frimley,Product 11,8,Hastings,1800.9599999999998,1404.7488,3169.689599999998
4594,SO - 0004236,2018-09-11,2018-09-21,Sundial ,Wholesale,GUT930,Maraenui,Product 10,12,Napier,2613.0,1097.46,18186.48
4595,SO - 0004356,2018-09-11,2018-09-25,Pacific Ltd,Distributor,GUT930,Henderson,Product 7,5,Waitakere,2082.3599999999997,1291.0631999999998,3956.4839999999995
4596,SO - 0004785,2018-09-11,2018-09-16,Prasco Group,Wholesale,GUT930,North East Valley,Product 11,12,Dunedin,120.6,54.27,795.9599999999998
4597,SO - 0005814,2018-09-11,2018-09-14,Victory Ltd,Distributor,GUT930,Redwood,Product 3,9,Christchurch,3135.6,2665.2599999999998,4233.060000000001
4598,SO - 0007364,2018-09-11,2018-09-21,Pure Group,Wholesale,GUT930,Dannemora,Product 2,8,Manukau,4006.6,2323.828,13462.176
4599,SO - 000635,2018-09-12,2018-09-29,Victory Ltd,Wholesale,GUT930,Takaro,Product 3,10,Palmerston North,603.0,422.09999999999997,1809.0000000000005
4600,SO - 000909,2018-09-12,2018-09-16,Capweld ,Wholesale,GUT930,Dannemora,Product 1,7,Manukau,1748.7,1171.6290000000001,4039.4969999999994
4601,SO - 0003572,2018-09-12,2018-09-17,Trigen ,Wholesale,GUT930,Dannemora,Product 2,7,Manukau,108.54,47.757600000000004,425.4768
4602,SO - 0005017,2018-09-12,2018-09-18,Medline ,Wholesale,GUT930,Okitu,Product 11,7,Gisborne,1106.304,896.1062400000001,1471.3843200000001
4603,SO - 0005505,2018-09-12,2018-09-19,U.S. Ltd,Wholesale,GUT930,Hamilton East,Product 2,6,Hamilton,1081.3799999999999,789.4073999999999,1751.8355999999997
4604,SO - 0006420,2018-09-12,2018-09-20,ETUDE Ltd,Distributor,GUT930,Queenwood,Product 5,11,Hamilton,1129.218,542.02464,6459.126960000001
4605,SO - 0007493,2018-09-12,2018-09-26,Ole Group,Wholesale,GUT930,Atawhai,Product 10,8,Nelson,2351.7000000000003,1293.4350000000002,8466.12
4606,SO - 000910,2018-09-13,2018-09-23,S.S.S. Group,Export,GUT930,Bay View,Product 7,9,Napier,1822.4,1202.784,5576.544
4607,SO - 0001979,2018-09-13,2018-09-19,New Ltd,Distributor,GUT930,Caversham,Product 9,12,Dunedin,1101.48,715.962,4626.216
4608,SO - 0003290,2018-09-13,2018-09-21,"PEDIFIX, Corp",Export,GUT930,Bay View,Product 11,9,Napier,1122.1160000000002,594.7214800000002,4746.55068
4609,SO - 0004738,2018-09-13,2018-10-01,S.S.S. Group,Wholesale,GUT930,Manurewa East,Product 1,7,Manukau,502.5,386.925,809.0249999999999
4610,SO - 0005282,2018-09-13,2018-09-18,Rochester Ltd,Wholesale,GUT930,Frimley,Product 1,5,Hastings,5272.900000000001,2267.347,15027.765000000001
4611,SO - 0005617,2018-09-13,2018-09-23,Uriel Group,Wholesale,GUT930,Opawa,Product 9,8,Christchurch,3940.672,2955.5040000000004,7881.343999999997
4612,SO - 0005686,2018-09-13,2018-09-25,Linde ,Wholesale,GUT930,Favona,Product 1,8,Manukau,3819.0,2253.21,12526.32
4613,SO - 0005725,2018-09-13,2018-09-19,E. Ltd,Wholesale,GUT930,Georgetown,Product 9,8,Invercargill,857.6,360.192,3979.264
4614,SO - 0006264,2018-09-13,2018-09-27,U.S. Ltd,Export,GUT930,Te Atatu Peninsula,Product 1,9,Waitakere,2425.4,1115.6840000000002,11787.444
4615,SO - 0007016,2018-09-13,2018-09-18,Llorens Ltd,Export,GUT930,Cashmere,Product 8,11,Christchurch,1164.728,861.89872,3331.1220800000006
4616,SO - 0007544,2018-09-13,2018-09-27,Victory Ltd,Wholesale,GUT930,Otaki Beach,Product 1,8,Kapiti Coast,410.03999999999996,266.52599999999995,1148.112
4617,SO - 0001655,2018-09-14,2018-09-23,21st Ltd,Distributor,GUT930,Otaki Beach,Product 1,10,Kapiti Coast,663.3,338.283,3250.169999999999
4618,SO - 0003050,2018-09-14,2018-09-24,"Elorac, Corp",Wholesale,GUT930,Maraenui,Product 9,10,Napier,241.46800000000002,130.39272000000003,1110.7528
4619,SO - 0003164,2018-09-14,2018-10-01,Linde ,Wholesale,GUT930,Palmerston North,Product 11,9,Palmerston North,884.4,353.76,4775.76
4620,SO - 0004441,2018-09-14,2018-09-17,ETUDE Ltd,Wholesale,GUT930,Opawa,Product 6,6,Christchurch,647.22,304.1934,2058.1596
4621,SO - 0004722,2018-09-14,2018-09-17,Winthrop ,Distributor,GUT930,Chartwell,Product 5,6,Hamilton,627.12,520.5096,639.6624000000002
4622,SO - 0006730,2018-09-14,2018-09-30,Winthrop ,Wholesale,GUT930,Aramoho,Product 14,11,Wanganui,3016.206,1266.8065199999999,19243.394280000004
4623,SO - 0006926,2018-09-14,2018-10-02,"Elorac, Corp",Wholesale,GUT930,Putaruru,Product 5,11,South Waikato,2331.6,1725.384,6668.375999999998
4624,SO - 000709,2018-09-15,2018-09-23,OHTA'S Corp,Distributor,GUT930,Wanaka,Product 9,9,Queenstown-Lakes,3979.8,1989.9,17909.100000000002
4625,SO - 0001829,2018-09-15,2018-09-21,Medline ,Export,GUT930,Tapanui,Product 13,6,Clutha,2347.68,1408.608,5634.431999999999
4626,SO - 0002112,2018-09-15,2018-09-24,New Ltd,Wholesale,GUT930,Northcote,Product 11,10,North Shore,152.76,62.63159999999999,901.284
4627,SO - 0002622,2018-09-15,2018-09-21,Qualitest ,Wholesale,GUT930,Te Atatu Peninsula,Product 2,8,Waitakere,5319.8,2766.2960000000003,20428.032
4628,SO - 0003001,2018-09-15,2018-10-03,U.S. Ltd,Wholesale,GUT930,Parahaki,Product 2,12,Whangarei,1547.9680000000003,913.3011200000001,7616.002560000003
4629,SO - 0003675,2018-09-15,2018-09-25,Ole Group,Distributor,GUT930,Parklands,Product 1,9,Christchurch,3108.8,2549.216,5036.256000000003
4630,SO - 0004840,2018-09-15,2018-09-30,Ole Group,Wholesale,GUT930,Freemans Bay,Product 12,6,Auckland,2491.3280000000004,1096.18432,8370.862080000003
4631,SO - 0005183,2018-09-15,2018-09-28,Burt's Corp,Export,GUT930,Oamaru North,Product 8,9,Waitaki,2090.4,1735.032,3198.3120000000017
4632,SO - 000103,2018-09-16,2018-09-30,"3LAB, Ltd",Export,GUT930,Whangamata,Product 11,10,Thames-Coromandel,1775.5,781.22,9942.8
4633,SO - 0001003,2018-09-16,2018-10-01,"Fenwal, Corp",Distributor,GUT930,Kingsland,Product 2,5,Auckland,6512.400000000001,5144.796,6838.020000000001
4634,SO - 0001112,2018-09-16,2018-10-01,WakeFern ,Distributor,GUT930,Ngapuna,Product 12,6,Rotorua,3903.4199999999996,3239.8385999999996,3981.4884
4635,SO - 0001416,2018-09-16,2018-09-26,Avon Corp,Export,GUT930,Kawakawa,Product 2,6,Far North,5205.900000000001,4372.956,4997.6640000000025
4636,SO - 0002855,2018-09-16,2018-09-26,Eminence Corp,Export,GUT930,Palmerston North,Product 6,11,Palmerston North,3306.048,1917.50784,15273.941759999998
4637,SO - 0003446,2018-09-16,2018-10-04,21st Ltd,Wholesale,GUT930,Chartwell,Product 2,8,Hamilton,2445.5,1760.76,5477.92
4638,SO - 0004461,2018-09-16,2018-09-29,ETUDE Ltd,Wholesale,GUT930,Chartwell,Product 11,11,Hamilton,1463.28,848.7023999999999,6760.3536
4639,SO - 0004878,2018-09-16,2018-09-20,"Apotheca, Ltd",Export,GUT930,Putaruru,Product 1,8,South Waikato,6204.2,3226.184,23824.127999999997
4640,SO - 0006816,2018-09-16,2018-10-01,Llorens Ltd,Wholesale,GUT930,Saint Kilda,Product 7,11,Dunedin,261.3,125.424,1494.636
4641,SO - 0007218,2018-09-16,2018-10-02,Bare ,Wholesale,GUT930,Brightwater,Product 1,6,Tasman,1855.9,1429.0430000000001,2561.142
4642,SO - 0007385,2018-09-16,2018-09-29,Mylan Corp,Wholesale,GUT930,Algies Bay,Product 7,10,Rodney,1362.78,1049.3406,3134.394
4643,SO - 000676,2018-09-17,2018-09-29,Trigen ,Wholesale,GUT930,Whitianga,Product 9,5,Thames-Coromandel,5815.6,4419.856000000001,6978.719999999998
4644,SO - 0001896,2018-09-17,2018-09-26,Ei ,Wholesale,GUT930,Taupo,Product 7,8,Taupo,152.76,80.9628,574.3775999999999
4645,SO - 0002586,2018-09-17,2018-10-03,Nipro ,Wholesale,GUT930,Henderson,Product 5,12,Waitakere,655.2600000000001,366.94560000000007,3459.7728000000006
4646,SO - 0002918,2018-09-17,2018-10-05,"Apotheca, Ltd",Wholesale,GUT930,Henderson,Product 2,7,Waitakere,3859.2000000000003,1736.64,14857.920000000002
4647,SO - 0006067,2018-09-17,2018-09-28,Apollo Ltd,Distributor,GUT930,Cannons Creek,Product 13,8,Porirua,3946.3,1933.6870000000001,16100.904
4648,SO - 0006986,2018-09-17,2018-10-05,Rochester Ltd,Wholesale,GUT930,Napier South,Product 11,10,Napier,124.62,83.4954,411.246
4649,SO - 000486,2018-09-18,2018-09-29,E. Ltd,Wholesale,GUT930,Rototuna,Product 1,5,Hamilton,1030.125,576.8700000000001,2266.2749999999996
4650,SO - 000527,2018-09-18,2018-09-26,AuroMedics Corp,Wholesale,GUT930,Aramoho,Product 1,7,Wanganui,3001.6,1650.88,9455.039999999999
4651,SO - 000597,2018-09-18,2018-09-25,Select ,Wholesale,GUT930,Ngapuna,Product 2,10,Rotorua,5487.3,3127.761,23595.390000000003
4652,SO - 0001390,2018-09-18,2018-09-29,Ei ,Wholesale,GUT930,Opawa,Product 1,5,Christchurch,1101.48,473.6364,3139.2180000000003
4653,SO - 0002219,2018-09-18,2018-10-01,Weimei Corp,Export,GUT930,Bay View,Product 13,5,Napier,5641.400000000001,4456.706000000001,5923.4699999999975
4654,SO - 0002707,2018-09-18,2018-10-05,Dharma Ltd,Wholesale,GUT930,North East Valley,Product 1,9,Dunedin,2572.8,1955.3280000000002,5557.248
4655,SO - 0002830,2018-09-18,2018-09-23,Procter Corp,Distributor,GUT930,Favona,Product 7,5,Manukau,1762.1000000000001,1339.1960000000001,2114.52
4656,SO - 0004779,2018-09-18,2018-10-01,Qualitest ,Wholesale,GUT930,Stewart Island,Product 1,10,Southland,4183.078,2677.1699200000003,15059.080800000002
4657,SO - 0005219,2018-09-18,2018-09-28,ETUDE Ltd,Distributor,GUT930,Harrowfield,Product 7,11,Hamilton,2399.94,1871.9532,5807.854800000001
4658,SO - 0005640,2018-09-18,2018-09-21,Ascend Ltd,Wholesale,GUT930,Dannemora,Product 14,5,Manukau,675.36,378.20160000000004,1485.792
